Invoice Number,Total Charged
W61188544,19188.95
950191486,9320.240000000002
O53210381,15365.85
374334788,17839.01
68800223,14160.43
200961165,3090.47
625723605,1903.04
O25278656,7416.1
M73046897,17830.65
202206606,6279.96
712858863,26898.42
K39086336,1619.9199999999998
904739846,1504.89
W29841930,7686.27
807547184,7177.74
D14576909,7089.499999999999
410892082,37213.83
E51482177,7883.75
748862004,32047.85
S51603989,16034.34
Y95827937,8711.32
R81314054,2297.2500000000005
888345330,8298.29
279487800,1691.9599999999998
R99129371,39236.13
299346001,9462.27
P05133277,8864.38
346471863,12624.43
421157304,33651.66
F67965216,30537.88
R38247420,1696.29
379664636,38042.16
R53152770,1265.48
352093982,31572.586326050823
K91315112,9523.28
P93900735,9024.86
P16295024,1620.8300000000002
J26465720,3453.63
112833559,5290.59
312506857,2272.1000000000004
N39152884,2973.73
526107698,9523.28
218135595,8552.86
U97200492,3142.1600000000003
L11375152,18188.93
640783385,5014.6900000000005
W72861807,18042.910000000003
89595926,8497.86
167653572,3843.1
935312626,10867.250000000002
O62736486,8492.36
I19223728,11296.29
D41930762,922.25
J11081438,22912.28
F10809281,9671.93
U30818218,26321.07
U89918007,2585.3700000000003
565811156,8342.119999999999
P13542071,9776.99
225171059,17827.68
137877881,7479.750000000001
759276605,10689.34
285144059,3895.49
S27328091,8500.7
220354534,2920.0199999999995
K38154555,18373.01
69273192,33585.34
989062713,4476.8
B26521546,9174.77
G98553353,3150.86
N31586452,9195.3
M08350513,9523.28
921980807,2354.2700000000004
D65722642,10171.08
X05277361,15044.11
848520578,10990.09
656933158,11001.36
A41664957,5300.26
129399238,2119.96
589258602,9479.4
F57047957,2281.05
655834052,8687.52
396953742,14305.53
F27051059,14461.16
K00182692,9351.54
965567527,7170.549999999999
V07166239,1371.88
702778160,23299.66
22778565,4425.22
S50409601,10913.71
951288529,9941.67
U99721037,2921.93
290349954,16408.85
746406985,6022.92
C68433440,14315.44
C70499903,1749.97
116906200,11094.010000000002
319664163,16118.98
212568415,4228.068213061464
450060650,43301.18
E15690796,4197.68
E56692168,3658.2
I76933297,40377.5
274935161,8670.6
947779057,1733.7
850655136,17465.260000000002
835007915,7479.57
W51258449,6864.9800000000005
73409823,3138.63
843571630,13939.48
L23076305,119813.52
764570500,5125.53
N84094819,8629.2
G06355493,8388.89
Q94885306,8189.47
K51536071,9523.28
564788321,7507.139999999999
38185224,10741.38
941594351,2809.4
J38264790,3451.46
569689045,2537.92
J76634652,6607.900000000001
U25885225,13235.11
O21032208,5422.47
T65430110,17097.07
N38810174,67543.54
C66400507,26763.8
E36199067,31556.19
492668626,8419.51
Z30325051,2565.41
B97451902,5855.53
X26050636,701.99
N97877472,752.54
N07832701,4648.4400000000005
V62568396,15386.54
2359074,16142.62
G55459707,3687.79
240187594,10922.8
Z86032895,8922.25
625491180,21891.69
P66644584,14590.31
756948943,9534.710000000005
806148830,11178.25
362497441,8379.02
970488384,9333.86
42873052,17436.56
853926858,9523.28
N36939805,13153.76
I47727684,8026.079999999999
821267621,37323.060000000005
134390787,5288.08
K34414465,9523.28
330075998,51515.22
V15650260,2092.54
18835955,14377.61
B57858042,11421.26
L57640749,40539.97
M92855624,40414.01
99956266,2786.46
L88295781,11327.27
289089776,15289.29
981238953,1389.97
A74403617,7364.27
176353725,2449.2
F94293636,15628.009999999998
K75767432,1221.27
656031704,2927.36
I86940795,5873.280000000001
X99637278,2165.09
797037429,25558.140000000003
Z82231193,15095.65
54240472,15904.320000000002
608874159,13147.45
A95340550,14807.09
V40080147,3752.02
H89424185,8948.910000000002
962277042,6297.629999999999
Y82145058,2138.74
539629714,37158.68
O86658984,5613.870000000001
D00447205,7677.37
212923558,14510.7
712934068,7006.56
I03046763,7783.75
N01963547,9523.28
745038416,7430.84
K99370937,9465.36
T36889313,696.79
X37515611,19387.85
756974876,37350.10999999999
623932464,4231.05
887762881,20276.45
85798127,8423.660000000002
244980528,3034.98
769089986,8436.63
L08988590,18191.01
569588912,9078.22
Y93887130,3012.24
P64901557,1845.39
L47142843,2494.3100000000004
111453066,13242.41
299625981,17986.65
L45573152,19232.86
528400781,6256.82
299879019,7442.930000000001
U84406187,42081.55999999999
665030552,10716.68
478506231,24614.67
L56866570,11534.440000000002
U04964377,13544.79
D94033751,44396.29
K24263417,8438.83
B47218891,15892.400000000003
395876589,16149.4
H79614453,6792.169999999999
848252784,1833.83
203873071,2860.36
999847540,1043.3200000000002
70831689,7567.530000000001
821651405,2520.14
995327568,50242.02999999999
O14083574,5687.2
696491836,14280.21
527478638,10129.06
244500990,14995.320000000002
K52062911,11688.49
X63525669,14394.8
P33640420,3027.42
G77184054,6778.320000000001
373188638,11144.990000000002
W71597094,6913.76
965203516,9523.28
M43528623,16234.69
G80628549,20855.27
676975466,1910.4
T46825521,11654.76
423531029,15951.62
462848433,11756.19
355212809,11178.839999999998
B95410721,12707.45
W29210541,11989.72
B41327353,8619.92146543533
W18493415,3028.1000000000004
V10526540,5845.04
Y73493884,10604.600000000004
302669199,900.7899999999998
K96452035,10166.71
G32209474,18917.49
Q36679761,7587.02
Q25907086,12291.42
L10196694,19523.76
634769853,14866.55
239809920,756.62
W38437756,28185.54
632384380,27623.76
F94045671,5269.93
C45673228,10001.02
730011349,2265.8500000000004
R72423208,3027.9000000000005
M04566961,8592.76
F20269728,14414.61
V09017880,490.99
U86067705,10312.35
Z68278416,6912.379999999999
M23319820,623.7
I97256415,5713.82
Q05981296,13882.14
Z71656068,21741.61
251359613,24940.22
758775114,5735.92
594175586,16520.57
713261208,46808.61
D88874666,31575.31
M07882653,19850.95
B85096428,6485.490000000002
423961580,15329.89
519282976,6070.22
W41110331,9677.45
P58439661,13195.67
795610438,14309.999729716723
941885214,45068.37
R02258341,7715.37
187652901,39184.49999999999
H80903256,6372.5
627450315,22035.54
690072719,15986.669999999998
496668777,1791.41
441457900,8800.32
932457615,15370.240000000002
171568145,15631.680000000002
T61563197,7715.83
R25758223,6357.9400000000005
C53024630,14328.58
32996215,8170.56
505367083,40672.55
456109922,8617.02
N21144519,12236.78
651344781,8224.460000000001
U37132768,14505.44
F88998462,1818.27
275737634,32056.58
N60923893,56536.32
M50895707,3063.0
B01044531,9523.28
W90819730,17269.96
G90782075,729.2
Z97075465,17783.85
C02730027,916.37
428435014,49881.37999999999
674133664,30581.444846699193
A89402589,3195.79
608556104,7544.42
377016940,21772.79
F45774293,14846.16
550724561,2784.6900000000005
270224933,1618.2099999999998
843193075,7024.599999999999
I07401780,15156.26
H99644314,623.46
O63662661,18374.21
J43558779,18811.96
103864180,16550.370000000003
533070782,45615.66
918996873,32918.48
D31277977,14772.65
953995945,13753.46
E97847263,12886.68
685426594,15664.480000000003
S00760151,5761.17
I36108689,46962.87
450835828,4278.06
477232296,19109.09
C71591235,8422.28
71487193,5888.95
541901268,12520.5
D65746807,11723.76
216658730,28708.529999999995
376841865,13666.87
917688149,9523.28
K79103855,6369.85
O75338663,7199.49
L12798215,3163.95
617887441,17841.11
342743040,7623.16
F96690556,1664.38
O53873933,9761.690000000002
422117782,7988.46
O97055184,4065.01
973079945,15890.63
I02890313,4442.099999999999
549638767,6590.87
431621321,9523.28
978221149,5431.65
G75681281,12706.23
D16500002,4615.5
210764271,2512.87
204571295,6717.613257773881
898482312,11018.97
594484715,10479.22
689232895,38920.84
681550704,12299.1
286373155,7189.860000000001
340230438,11388.6
456000374,8113.56
718088576,1533.62
E72602633,4571.26
Y90616181,9236.67
E88564530,16933.7
923333508,3118.5
153436565,4470.95
C77307648,2033.67
574419090,5529.1
N08460281,4373.14
D93214735,5723.8
T54831579,6738.45946263374
390913718,17217.23
908660613,51314.73
H94444445,17041.34
444134765,5700.9800000000005
X79235249,75509.98
897806108,28861.4
217779205,2760.01
734515272,10245.42
Z38365744,3978.3
V23294002,9278.98
100731369,259.52
967001607,15870.66
M99554550,13386.740000000002
D51350402,9096.07
F38427903,9699.34
T12789865,10217.38
26704688,9929.3
T71519757,9211.08
T52471179,3897.9300000000007
P82238417,9523.28
Z28047328,6838.639999999999
H81321427,8792.84
J38251422,4048.95
553220068,9523.28
A94728504,3314.29
A58860771,11888.3
584972210,16468.489999999998
951932356,63113.03
V84062427,11936.59
Q52704059,502.22
Q97798762,5092.92
W05875249,29495.27
139537191,8848.720000000001
L98132203,30247.24
L40586166,37783.85999999999
264130843,17565.74
271640036,8430.46
Q11534781,11741.72
888482378,16057.13
821360711,2414.2200000000003
Q16642775,9523.28
920823191,6040.14
E74240708,7284.11
503915043,21005.980000000003
364910238,4291.35
551121307,10294.5
R05179598,18134.28
850826729,53734.23
949155858,4836.72
K92288140,17750.04
G39146800,1627.8200000000002
443247700,18682.67
I95957035,1845.3
533626756,25558.23
926690776,16009.03
M62490206,8470.5
666324597,6945.17
66591429,4161.57
458471927,20673.09
191216920,11544.830000000002
974419483,9823.36
49287514,22312.51
N94163843,9986.14
602827398,33746.020000000004
733163913,20460.22
438489892,17817.59
513301009,14686.22
2622202,5698.16
M94193300,8091.47
420529338,9319.05
541534353,14530.69
U62352040,27325.03
R72955232,17506.879999999997
M33188819,1169.84
40265682,1655.61
26631417,1359.14
862431208,15532.79
W69207700,8253.31
809517852,15849.12
112305922,11514.43
J96208308,2855.78
445702799,7403.02
G41003480,14415.31
V76969405,3523.85
S93697085,34674.27
866443484,53486.8
704717604,5968.36
N51363324,7769.07
F74238919,16459.440000000002
302872675,11155.91
F93161225,9523.28
Z33590756,7513.26
U84488789,7464.620000000001
O57405511,2464.03
809080215,5899.93
783109196,12550.93
O48196572,5392.34
81760609,7385.719999999999
J07136717,15394.04
W25693808,5711.63
J07722948,9344.079999999998
C12025494,4977.089999999999
539585023,6550.8
Q77206041,15957.35
R84368580,13941.95
T20500556,18038.35
F51054280,8184.620000000001
P16955432,4825.96
W55038522,13707.63
120449167,7382.68
158870729,873.88
776380897,19572.189999999995
893616400,1810.07
165152619,8917.488734296425
518339026,9067.909999999998
950852432,37181.62
X76444564,24969.9
572642603,9523.28
240882513,5327.6900000000005
H21297268,2514.8300000000004
807280324,10565.93
E31007485,15701.38
314170962,26797.34
432200820,8166.04
E65981068,6291.2793229437175
S05811681,2987.06
V86616802,3970.06
264063342,1240.46
A70699118,6528.47
31605763,14697.54
864921233,8265.52
H38204453,6030.9800000000005
502509696,36565.77
405959601,10940.34
494691901,2554.1
744010706,24740.35
A00590135,1132.87
U62946213,46788.74999999999
W79743573,7364.04
J25891795,15819.0
584625703,28376.11
D86771142,1803.65
V28983895,6581.110000000001
F41935668,11249.44
C74733326,9435.72
789066612,57352.59
M31745692,8793.12
G23864511,6576.950000000001
285249186,13112.96
C90081015,50602.95
804445307,10114.34
T65608183,3175.32
F89356385,8158.6
I07638255,9523.28
T40089584,2033.37
C04412943,17315.69
N56019022,18695.31
Z59958014,9626.9
218568413,20729.52999999999
406969816,12983.88
162321629,36502.94
O76967975,10833.93
S68412557,9504.840000000002
T13983549,10208.34
A26040217,11960.97
U62929097,16424.64
V11688586,14297.4
Q32033778,1349.17
C85747588,12885.88
205815,3068.7900000000004
459794008,12970.51
817472755,15812.81
S48124771,14531.99
775556716,13767.9
65816863,5097.14
188203321,3241.61
E65708180,13247.53
R02610197,355.64
133770327,16754.17
930597505,17230.19
X15054871,8174.39
608402223,2255.74
256867209,11173.240000000002
224282633,9523.28
V62387327,36808.54
81323476,435.86
R15965167,10839.077796825066
G12631178,8572.3
T67258209,7714.809999999999
248266849,27600.07836378065
919420457,13117.69
Z93385273,20824.09
W60171706,13949.720903925589
417208857,7016.75
158887227,9517.7
E76140762,12243.64
J99759749,29859.88
V87872639,42837.58
884043949,2820.1500000000005
F76017451,4283.61
928555245,13905.42
F80361104,3557.34
787072093,7048.57
6984735,14747.88
881545702,9051.89
939047561,10016.76
P88840790,39290.63999999999
593188037,4853.75
731704151,7103.51
409698481,3575.48
I74549842,26531.34
715308476,14265.68
453571658,52952.13
407224498,10919.259999999998
S95101908,6357.530000000001
T06391413,8542.7
K36163667,6508.08
230954591,2983.03
851095001,5411.67
L01498483,14989.99
K59697081,4583.54
Q97264300,3391.99
540325349,3662.62
L61732006,16401.32
M95132294,3675.060000000001
139326713,14296.08
392085089,2922.11
V75057364,9523.28
C44964690,5655.1
N70960296,12266.79
D15485400,6709.710000000001
350429984,10870.677468348435
630796048,4399.030000000001
289738111,1045.3100000000002
B03302585,6599.63
694526825,21857.2
Z29241557,4895.54
592884001,5062.75
Z02513537,22151.81
W97862386,13885.790000000005
B20099359,13516.05
W64379966,6817.610000000001
H62239874,21899.92
Q80092145,26234.15
S55098115,3309.1200000000003
260680977,30401.85
X46654899,11095.570000000002
G27995915,22657.32
344054731,18065.15
321370693,7256.84
P01231817,35536.91
609991437,9523.28
545988142,71304.62
C23223896,12416.37
Q18046032,6384.08
305274497,6259.26
821539325,9523.28
509702011,11183.28
770231874,22888.7
T52942149,6820.62
598417284,2220.09
G49368910,1717.07
N71649205,12479.9
189139192,10187.26
X23657485,1300.48
K75033627,7280.58
998113165,1346.08
M89042977,37123.15
453249772,2664.53
690716091,12961.48
776958704,55291.380000000005
90230466,4239.02
Q00775157,42762.01
I78673474,19743.64
813487968,5445.53
601282735,2311.24
18958637,1498.38
681677192,8574.740000000002
X30243345,17286.730000000003
C50152066,39414.990000000005
727362468,9835.0
Y57556285,12251.14
493333132,13227.179999999998
V08795721,18420.45
L94171162,4579.14
P92089641,11016.39
X34453242,3083.66
603905212,4703.070000000001
F89214485,14862.63
437508565,8856.33
G71914116,9523.28
V31171528,9201.660000000002
C35931730,9523.28
211386766,8063.95
I71089128,16285.3
A83835809,5604.29
B09141423,7657.8
R42266451,1652.6999999999998
X32022206,1086.7900000000002
908891566,27398.11
J92971382,951.9
23186816,9225.500000000002
B54349253,881.07
L35080091,6892.960000000001
G08216253,4498.25
C15391478,2627.9300000000003
536592288,9661.74
455652302,7227.79
D26252543,5502.43
L75348855,12320.11
550919409,28907.79
O40288907,56631.16
F82616756,14077.44
J51847676,8574.95
W41974330,2588.36
805323736,7692.82
O53115190,7421.98
389819555,17339.07
876169172,69143.09999999999
L35143155,8467.47
438584741,44546.56
231408105,9662.12
E33262734,7713.469999999999
395797065,7820.509999999999
471107681,12889.87
18439230,30142.61
R21532303,6089.4
X14438429,21135.3
F62489672,4008.88
180254813,4154.660000000001
Q37959954,26628.27
I62687795,4247.71
867109866,6492.13
C40931119,4657.9800000000005
U34187163,18141.67
932828397,8172.45
D00920568,2051.7000000000003
586535081,17852.41
460620921,2944.45
300174538,16334.44
N60447922,2665.89
P62325801,53206.32
T87615833,18677.31
K70331445,7260.35
I67768298,5607.2
15934750,6980.36
450977434,11904.780000000002
X23958696,51230.16
341533031,9523.28
826084530,5497.97
J98817732,17947.37
R15673535,13503.26
C70490165,1155.3200000000002
578971314,16126.11
184149314,9260.06
424503022,3503.16
154073580,9408.71152590479
209020124,36616.73
R10773548,33033.21
667634685,16508.27
J99205656,2316.62
453191687,8349.84
636700309,2206.08
914496808,17266.728579322913
C51303416,14114.54
656393816,1435.75
R02054699,22271.58
373364340,7612.93
K71901672,2465.95
U99403323,877.02
E29732419,11793.8
N64757551,7037.870000000001
470778806,7483.05
W43461109,7085.610000000001
357228529,2251.04
D43280064,15441.68
361909457,15593.39
168447300,9127.63
G09595735,31875.45
759308273,6222.860000000001
888250583,3304.71
303746629,33389.21
236780923,11877.04
S01723760,5828.720000000001
205489870,22957.06
Q43064444,3254.16
207675122,14117.28
959329749,6072.74
572352988,700.21
H54711251,42799.75
C63102374,14165.15
523120357,19001.198453068002
352857828,902.95
907905174,9523.28
F42167813,1216.64
H89317619,27350.36
Y31660935,10573.580000000002
716630925,14134.729999999998
J60045128,3902.580000000001
269015858,2093.3
568945815,17897.46
529336611,12662.81
G42679799,47084.89
172097431,5947.59
786834626,12511.88
866938226,3132.0
R92437325,9535.56
273038424,44690.49
Z43487544,17543.39
C11898494,2284.81
A70979642,6967.66
638125425,5079.06
J70524370,3352.6500000000005
97700172,11416.5
V67422678,9523.28
849539079,47367.5
Q89851356,7842.619999999999
915567297,8461.37
M77696459,8636.164743121284
425726852,16413.92
711338319,16019.21
T27086302,17994.08
P34768792,1379.61
262974188,51368.91
380100209,4322.6900000000005
R28769350,2304.06
261229331,28847.91
P29356025,20365.730000000003
X20105875,1467.29
K15876303,13517.61
K83636648,7293.079999999999
992283239,9649.4
E61776234,3180.1
E99518287,4068.04
644536558,15590.29
U41263737,19071.789972992294
472394806,9127.17
N56505013,8502.84
17823747,12804.13
X14877727,1126.56
Z33899004,9523.28
U72731399,13505.04
764761546,18726.7
962210335,25529.46
G57865835,18068.5
R97726638,9523.28
P78201291,2600.8900000000003
G33760442,1020.7
428333884,40367.18
722860998,11147.440000000002
N71300371,8545.5
X58383169,19918.6
555739714,12539.79
Z21359378,9937.18
16489718,28915.517791188275
458296954,23562.5
A99998313,9523.28
68244323,2885.96
550040643,4749.05
274200727,9493.509999999998
193712988,13142.14
618783396,43021.46
915326131,33768.439999999995
845028568,9738.81
P00643774,10987.070000000002
J55183834,22186.3
433683734,12580.28
X42246027,2120.26
P30619118,6940.37
U56727037,26779.970000000005
311528310,14064.82
Q62270395,6213.49
R29080935,6357.88
F59788792,8636.99
764202563,10206.509999999998
30661596,15683.2
126722170,4105.78
116722249,6247.420000000001
M91044706,2143.53
B64025778,3523.42
1644418,3132.1
N59305374,7931.75
U78612618,15879.25644573712
845500562,25162.68
978102891,8829.929999999998
Y84235200,9751.26
T23592786,3078.49
D13027738,2050.42
296129687,9523.28
W56817605,9109.7
241142086,3809.77
364844822,14829.22
T94328493,15294.66
302641442,4514.790000000001
L06107337,16011.330000000002
M17419284,26628.51
K50570082,9052.05
546163980,6097.250000000001
315224255,1765.03
940869558,2493.8
J23629419,14827.76
M92614726,5981.74
821294228,25533.68
H83935029,22195.340000000004
885110035,4998.15
76008189,2117.0
B90126581,3307.3299999999995
560060785,3350.4
T83460274,2503.86
51375131,18364.14
U07678426,12182.21
683871988,44376.43
959245458,6876.960000000001
M42230987,3563.2200000000003
397886753,9089.77
197778949,18894.06
P89717045,38627.420000000006
D37366302,6339.52
872842357,5460.9400000000005
T43025413,13111.59
975964769,12638.830000000002
679124917,10696.250000000002
51546489,1209.39
N14967831,9945.61
298664932,29312.35
670530008,2315.82
N40413559,25799.45
376249424,27097.13
O66646630,7991.69
F02733691,9523.28
N12515354,17177.42
149853958,20460.1
762810557,3459.79
B65235201,4883.38
N36839285,43300.05
M44515438,3005.8500000000004
415449971,7563.240000000001
199067046,4576.389999999999
H83123891,3810.0
744122690,4834.541560787195
B59425742,9643.54
B78072065,3712.26
H74018549,3195.99
B42702249,10380.579999999998
Z87180194,7558.8
830987797,7140.3686162751965
M85871524,5496.2
418033295,1671.87
764469068,24285.35
966125626,2224.79
Z66524472,5441.0
691693660,1598.98
W60558389,17230.649999999998
L08542415,4688.9
280256715,2978.2448871878382
F66584557,5042.83
81485380,8503.45
T33450170,9306.79
A82244470,31872.42
36517048,5787.26
784909819,7239.26
767392540,57017.05
489904721,36000.9
609287406,7735.06
Z40182175,8557.18
391334884,8673.04
S28989611,8202.590000000002
852210708,30720.77
871322391,9304.91
978394222,7249.22
H05742479,15247.67
L40399182,9583.6
277878174,9810.93
224579780,19086.44
48458505,853.53
I83089291,24557.57
251628228,34263.14
698756891,34391.6
R50651440,17007.13
I86249547,9776.54
723728492,9823.67
H25073888,3008.67
363155552,1659.06
803599323,9797.59
185893588,9579.1
P05783450,23418.57
988853687,9524.1
872367139,57211.02
M35620746,9523.28
525809609,62906.14
E72592560,5775.929999999999
S98710792,4269.725147427242
490629491,5027.26
O17384312,13310.07
85410377,16895.03
A68712417,51583.26
B54986161,17285.100000000002
Q28015225,8544.89
202315836,20722.63
K03916318,3.0
372601755,9624.03
797930578,7169.63
548264904,1986.34
F57055713,4713.59
982304980,51022.94
D95984394,6201.95
49574685,16901.65
359942482,56460.7
T91721493,13086.14
490840028,9813.39
426348792,12221.71
N92001414,4204.88
X25494989,2691.7
534458844,40745.78999999999
47756909,2631.15
C86567206,15342.14
G07072627,36906.01
431297810,2468.7
Q19083141,849.3399999999999
P32468660,22877.44
437924384,8705.09
L87455468,6866.61
K52410924,9523.28
L39638755,9523.28
T03817505,7691.730000000001
709903719,24998.41
555314377,1619.87
D90853114,1547.48
969326581,25222.78
U92159331,3001.32
452150375,14428.29
992880619,1262.65
306870335,2977.32
271836092,12422.29
G47740066,16737.36
M52860357,4542.0
570657925,7500.72
808162719,7476.73
266448571,14574.12
X09986496,9322.13
K35719490,23468.210677186125
L11197015,14364.07
106933115,9175.297000227609
876779781,13505.48
M03391938,28377.72
669978429,12206.790158265458
834457993,2711.28
N39840108,16960.17
R29795753,7478.41
153036613,718.22
597518552,9684.47
183646307,11615.2
67020510,25444.42
450383025,12900.850000000002
P95422482,19487.47
985923395,24128.56
U97057801,9709.9
W11586943,3873.48
X22898771,9523.28
726957933,5444.18
373707820,3285.34
759326495,5703.900584476985
V95140023,24991.65
M40205983,7193.31
W27997214,11879.0
X30070452,1880.6
693920141,419.06
S92243908,2937.32
264660259,8685.84
744027506,18019.96
624718969,1244.46
624446690,8280.91
448476219,15393.36
918000956,1134.64
708348732,70546.06
738689748,29343.87
L71747595,1689.1699999999998
N12722347,9003.62
L77609702,69269.18
128153710,14418.52
W59175416,21058.86
J33391700,26489.300687680636
U34784559,11362.97
549186042,7774.4
L21015580,27837.426219326087
T80642687,5930.910000000001
K10410542,11766.49
454070575,51867.72
I34498267,5100.389999999999
252125368,9523.28
860132618,10568.230000000003
479026868,9849.23
152103002,2103.6200000000003
626523756,4887.599999999999
P79646932,10093.26
122461997,23866.93
Q96156065,10396.62
37022787,25325.37
L25920071,8024.350000000001
A81431624,3348.9100000000003
638584042,36366.51
721854270,8876.47
238281628,3787.24
L16641731,11011.39
S43385492,13419.990000000002
B68770761,4036.54
W62357521,1910.13
357936880,13788.18
536142563,7532.059999999999
E90181135,5439.72
C84785233,18965.08
966701905,3805.4
R12772135,33403.47
657008784,41534.97
482319757,913.32
291367062,41025.14
C70203735,7286.62
E45529573,16809.078775800914
427493544,6763.13
437542365,9086.65
F56014229,19036.38
336834660,26207.730000000003
31414523,718.0999999999999
K73799174,9733.76
78175002,12948.08
X18982859,13713.02
657630212,40543.85
D69731812,5641.1900000000005
278008054,1432.67
61012035,13078.64
499515973,7448.63
70116522,26346.42
Y17011833,13295.92
770445840,19081.32
V55732683,7984.11
272114015,9523.28
D32029309,8206.189999999999
K05470173,17998.100000000002
419018640,48166.97
G65982539,3397.0200000000004
Y87780333,13584.71
489586978,9523.28
15927482,8380.86
A54524774,5169.43
C35621440,6660.66
322448916,17791.969999999998
119285944,8361.93
474783536,20481.53
587307038,1015.52
C73023620,20521.27
455930669,4347.35
V47450871,38892.17
369297520,41032.59
Z71361714,9589.04
I24691303,2897.08
195591999,2942.53
B94810033,11330.240000000002
R89471651,15257.179999999998
155091346,9523.28
A65365573,15905.27
424845116,8100.97
424394549,1260.43
556892570,2598.05
869402605,40499.45
I66805875,8961.74
630203026,22520.27
174757145,19165.52
248332623,10235.34
H61249842,41540.91
R42058318,2899.04
C25861568,7300.96
589967448,28188.480000000003
Q98596344,23142.230000000003
D46573980,15142.71
Q10041005,2692.59
645214252,15368.49
122469186,5114.12
R87723798,11634.48
400521791,1097.4599999999998
721301789,1103.9699999999998
341437336,3837.77
796039906,3203.89
764045936,45550.25
V09158633,7393.45
155060731,8140.340000000001
911402056,5572.77
627672301,5219.0
E48773376,10859.83
B47213471,9092.31
219760751,7944.64
81841743,8131.27
825824763,22368.83
331710568,10329.59
Y88368892,5071.809596786266
U14575559,8218.57
M26325023,9523.28
L65711696,11884.0
719985269,5199.450000000001
B10985296,11536.4123948334
J52998124,5741.610000000001
E56671563,19203.96
634601630,8977.7
K34502187,14810.47
58077856,7785.12
502323868,2362.9700000000003
448284795,67858.96999999999
371124111,10673.86
859655021,3141.01
733301788,10294.410000000002
Q20755291,6995.31
A63099193,37384.08
X67364432,17192.989999999998
R74123661,7665.160000000001
731006193,11538.67394864717
38169938,3636.66
U08323889,4587.98
114482558,6588.5
255058169,18824.08
950094129,8994.130000000001
857370882,1334.49
28177882,1187.03
697583477,49156.06
817969318,4670.89
983062757,15804.22
V33849045,14173.9
Q27049769,28740.75
334035307,14498.12
U82594266,20290.21
P73352345,7939.31
E69761827,15752.3
F30393051,8056.610000000001
289552259,21971.160000000003
223162763,52734.74
204588984,15079.38
F62459923,15310.62
313734620,9901.68
E29899115,1728.6999999999998
Z66633004,21826.9
971279921,29046.45
U08528695,15430.010000000002
284378229,11659.600000000002
860144971,7092.54
C76372554,21222.99
T27582890,18350.28
Y12972123,24755.54
120876841,1990.82
M13788050,19820.91
405327660,14057.580000000002
253882447,24475.63
W13145813,19567.88
950671797,7079.960000000001
207367822,19618.24
443311122,14970.12
826692557,7585.17
243069593,7475.740000000001
685416964,16783.500000000004
678605079,2974.4700000000003
L32977429,11427.57
A22126910,5982.43
746380462,1965.35
O24914409,6153.72
342772930,19465.28
779488545,7727.31
923278606,9523.28
A38629383,7050.580495449323
N39175541,3619.29
V91398008,9523.28
I79446838,26678.69
131194427,9523.28
6424625,26656.1
678152399,15095.419999999998
J17243752,1907.87
Z89148599,4321.0
Z40287465,1917.15
H37426650,18316.78
X38377908,7206.9
194973246,3784.6100000000006
L99419642,1831.89
988475603,3249.78
758992260,17043.57
612964601,1347.1999999999998
350956489,8547.09
S63925631,14493.490000000002
S52207514,18634.79
894439789,2642.57
Q85897607,20070.61
798761064,15329.55
X55841222,38666.75
D22206433,7808.58
F31464927,4305.330000000001
Y43411343,68147.62999999999
A56236721,6210.0
I98368067,6335.07
153227389,27706.6
841252988,1720.14
R37370809,9523.28
851052274,21288.6
650690733,4948.92
572883027,10713.22
M25285919,12417.929999999998
976232837,32963.74
749037558,31956.76
Q19238520,955.72
W52716872,1495.52
115347172,1506.42
438015435,46245.65
432514088,28372.69
X33314399,11102.94
852598969,22892.34
F74423734,63406.36
880015867,3166.5
U75514984,11390.351493817861
208037252,6552.18
P20202006,4138.049999999999
692127099,2579.63
833188320,50235.99
Q40618419,9096.89
224430200,17167.99
772888489,2173.03
J14606742,11109.490000000002
294201894,28299.32
N60977061,39196.91
166664735,9635.870000000004
554962305,28386.66
526081711,2313.57
G06117286,7578.71
K58110642,14916.96
I00403218,8497.0
O13165231,7144.91
500665066,13544.344034436352
D82067871,16199.800000000005
221181934,5179.95
809692887,7908.64
R16692854,29563.31
478164198,11312.68
639409446,27932.37
L94297101,10652.93
T75587473,8013.6
P60107233,4078.440000000001
329097438,33542.369999999995
148954044,22843.93
508941671,18981.833344235198
39377505,26202.210000000003
907330729,2153.74
Q29131669,53171.21
737116763,16570.63
874393915,7950.46
K24668111,34237.59
389586455,5497.53
557202406,8056.51
260228153,18662.04
I22216022,6553.24
265657754,4826.120000000001
W16711057,2372.63
763136324,11624.129641872942
679975437,21622.89
O74587322,4074.37
198077373,3359.7
D93421634,11448.920000000002
97284901,1701.04
25343337,11958.54
922721970,42150.55999999999
G77322065,8016.69
D35131951,18668.94
D58792609,9523.28
455874743,52217.44
A06452976,7497.78
936176965,6935.860000000001
S52786138,2605.06
54258823,5514.488800944964
369554458,13959.77
38059023,2195.41
448659692,5217.370000000001
684397214,30532.15
996585427,1109.93
A00485224,5196.51
547051839,2574.06
563897901,18665.53
649372510,12233.87
J80256314,9523.28
858394183,25295.32
21244660,4032.9
785782466,4394.78
M32158325,14836.87
764899327,12526.85
25477130,8825.49
M26586426,14521.85
13099445,23748.66
K71540256,13235.89
434144352,1941.63
150567197,12835.64
696241560,3063.2615729085833
M55748570,2471.74
998659224,750.97
C10213680,29841.24
417165814,4403.66
R11547902,3193.11
787088741,3281.98
Z38871140,8979.189999999999
